procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_kg,quantity_missing,cost_missing,payment_status_missing
MDM000797,2025-05-09,SCH0354,Singh Brothers,Lentils,56.0,Kg,5040.0,UNKNOWN,56.0,False,False,False
MDM011883,2026-03-13,SCH0348,Sharma Traders,Dal,58.2,Kg,5238.0,PAID,58.2,False,False,False
MDM010236,2025-10-10,SCH0504,goyal mill,Pulses,10.4,Kg,936.0,UNKNOWN,10.4,False,False,True
MDM007092,2025-12-21,SCH0097,Kumar & Co.,Rice,45000.0,Grams,1800.0,UNKNOWN,45.0,False,False,False
MDM004722,2025-04-23,SCH0538,Kumar & Co.,Cooking Oil,30200.0,Grams,3624.0,DUE,30.2,False,False,False
MDM011558,2025-02-11,SCH0196,Sharma Traders,Wheat,,,867.0,PAID,,True,False,False
MDM010308,2026-01-17,SCH0246,Sharma & Sons,Rice,49.3,Kg,1972.0,PAID,49.3,False,False,False
MDM006965,2025-08-10,SCH0012,Sharma & Sons,Dal,19.6,Kg,1764.0,UNKNOWN,19.6,False,False,True
MDM002885,2026-01-23,SCH0281,Singh Agro,Wheat,19.0,Kg,570.0,UNKNOWN,19.0,False,False,True
MDM008636,2025-02-12,SCH0296,Singh Agro,Mustard Oil,0.346,Bags,2076.0,PENDING,17.299999999999997,False,False,False
MDM010499,2026-01-18,SCH0253,Singh Agro,Cooking Oil,,,3516.0,PAID,,True,False,False
MDM002440,2026-01-24,SCH0011,kumar general store,Mustard Oil,0.428,Bori,2568.0,PENDING,21.4,False,False,False
MDM005014,2026-01-17,SCH0388,Goyal Enterprises,Wheat,22.5,Kg,675.0,PAID,22.5,False,False,False
MDM009708,2025-08-29,SCH0412,goyal mill,Mustard Oil,,,3060.0,DUE,,True,False,False
MDM005398,2025-05-30,SCH0392,Kumar & Co.,Lentils,21.1,Kg,1899.0,DUE,21.1,False,False,False
MDM009653,2025-07-17,SCH0010,goyal mill,Wheat,47000.0,Grams,1410.0,UNKNOWN,47.0,False,False,False
MDM003672,2025-08-07,SCH0323,kumar general store,Wheat,,,1752.0,PAID,,True,False,False
MDM007874,2025-05-27,SCH0181,goyal mill,Atta,41.1,Kg,1233.0,UNKNOWN,41.1,False,False,False
MDM009584,2026-03-23,SCH0053,Sharma Traders,Wheat,52300.0,Grams,1569.0,UNKNOWN,52.3,False,False,True
MDM000456,2026-01-04,SCH0467,Goyal Rice Mill,Wheat,16500.0,Grams,495.0,PAID,16.5,False,False,False
MDM003861,2025-07-29,SCH0344,Goyal Enterprises,Dal,,,,PENDING,,True,True,False
MDM006815,2025-11-17,SCH0493,kumar general store,Lentils,28600.0,Grams,2574.0,DUE,28.6,False,False,False
MDM003039,2025-05-22,SCH0222,goyal mill,Rice,0.7,50kg Bags,1400.0,DUE,35.0,False,False,False
MDM006492,2026-01-24,SCH0066,Sharma & Sons,Wheat,0.258,Sacks,387.0,PENDING,12.9,False,False,False
MDM009549,2025-08-30,SCH0583,kumar general store,Cooking Oil,0.624,Bags,3744.0,PAID,31.2,False,False,False
MDM011574,2025-05-06,SCH0102,Singh Agro,Cooking Oil,1.134,Bags,6804.0,DUE,56.7,False,False,False
MDM001042,2025-04-15,SCH0461,Goyal Enterprises,Wheat,51.4,Kg,1542.0,PAID,51.4,False,False,False
MDM004221,2026-04-03,SCH0362,Goyal Rice Mill,Wheat,55400.0,Grams,1662.0,DUE,55.4,False,False,False
MDM009230,2025-10-08,SCH0025,Kumar Supplies,Rice,17700.0,Grams,708.0,UNKNOWN,17.7,False,False,False
MDM007323,2025-04-03,SCH0443,Sharma Traders,Wheat,1.07,Bags,1605.0,UNKNOWN,53.5,False,False,True
MDM000174,2025-04-06,SCH0397,Goyal Rice Mill,Cooking Oil,0.94,Bags,5640.0,DUE,47.0,False,False,False
MDM009803,2026-03-11,SCH0228,Sharma Traders,Dal,28.3,Kg,2547.0,UNKNOWN,28.3,False,False,False
MDM000170,2025-04-29,SCH0303,kumar general store,Rice,12.3,Kg,492.0,UNKNOWN,12.3,False,False,False
MDM003839,2026-02-03,SCH0219,Singh Brothers,Rice,13.6,Kg,544.0,PENDING,13.6,False,False,False
MDM009124,2025-11-14,SCH0254,kumar general store,Pulses,,,3726.0,UNKNOWN,,True,False,True
MDM010757,2025-03-09,SCH0061,Sharma Traders,Mustard Oil,10.8,Kg,1296.0,UNKNOWN,10.8,False,False,False
MDM001769,2025-02-10,SCH0508,Goyal Rice Mill,Rice,27.7,Kg,1108.0,UNKNOWN,27.7,False,False,True
MDM006505,2025-10-07,SCH0076,Sharma Traders,Dal,30.6,Kg,2754.0,UNKNOWN,30.6,False,False,False
MDM004258,2026-01-26,SCH0522,kumar general store,Rice,0.946,Sacks,,UNKNOWN,47.3,False,True,False
MDM008469,2025-12-23,SCH0593,S. Agro Works,Rice,19.3,Kg,772.0,PAID,19.3,False,False,False
MDM001273,2025-10-04,SCH0013,Sharma Traders,Cooking Oil,14.2,Kg,,UNKNOWN,14.2,False,True,False
MDM008747,2025-10-04,SCH0031,S. Agro Works,Mustard Oil,,,5952.0,PENDING,,True,False,False
MDM000961,2025-07-07,SCH0171,Kumar Supplies,Dal,0.58,Bags,2610.0,UNKNOWN,29.0,False,False,True
MDM009846,2025-01-06,SCH0407,Sharma & Sons,Rice,0.43,Bags,860.0,DUE,21.5,False,False,False
MDM009996,2025-11-07,SCH0570,Goyal Rice Mill,Lentils,48600.0,Grams,4374.0,PAID,48.6,False,False,False
MDM006796,2026-03-31,SCH0551,Goyal Rice Mill,Wheat,27600.0,Grams,828.0,PAID,27.6,False,False,False
MDM011176,2025-08-23,SCH0507,Sharma Traders,Pulses,33.8,Kg,3042.0,UNKNOWN,33.8,False,False,False
MDM000884,2025-06-19,SCH0013,Goyal Rice Mill,Pulses,43.5,Kg,3915.0,DUE,43.5,False,False,False
MDM008333,2025-07-23,SCH0530,Sharma Traders,Rice,58.5,Kg,2340.0,PENDING,58.5,False,False,False
MDM006430,2025-05-08,SCH0542,kumar general store,Lentils,42.1,Kg,3789.0,PAID,42.1,False,False,False
MDM003027,2025-12-26,SCH0236,Kumar & Co.,Cooking Oil,1.098,50kg Bags,6588.0,PENDING,54.900000000000006,False,False,False
MDM000800,2026-01-21,SCH0468,kumar general store,Rice,,,896.0,PAID,,True,False,False
MDM005734,2026-01-19,SCH0160,Singh Brothers,Pulses,41800.0,Grams,3762.0,PENDING,41.8,False,False,False
MDM001656,2025-06-25,SCH0495,Singh Agro,Wheat,26.9,Kg,807.0,PENDING,26.9,False,False,False
MDM003167,2025-08-19,SCH0128,goyal mill,Rice,41.5,Kg,1660.0,PAID,41.5,False,False,False
MDM010762,2025-11-04,SCH0124,Sharma Traders,Wheat,29.6,Kg,888.0,DUE,29.6,False,False,False
MDM004630,2025-11-29,SCH0286,Sharma Traders,Rice,21200.0,Grams,848.0,UNKNOWN,21.2,False,False,False
MDM003394,2026-01-04,SCH0028,Sharma & Sons,Rice,46.5,Kg,1860.0,PENDING,46.5,False,False,False
MDM010751,2025-10-05,SCH0012,Sharma Traders,Dal,0.522,Bags,2349.0,UNKNOWN,26.1,False,False,False
MDM009955,2025-07-09,SCH0359,Kumar Supplies,Wheat,29.0,Kg,870.0,UNKNOWN,29.0,False,False,True
MDM011773,2025-12-05,SCH0413,Goyal Enterprises,Cooking Oil,46.0,Kg,,UNKNOWN,46.0,False,True,False
MDM006160,2025-05-02,SCH0397,S. Agro Works,Rice,11100.0,Grams,444.0,UNKNOWN,11.1,False,False,True
MDM010716,2025-08-06,SCH0454,Singh Brothers,Cooking Oil,13.9,Kg,1668.0,PENDING,13.9,False,False,False
MDM002222,2025-04-08,SCH0348,Goyal Rice Mill,Cooking Oil,54.4,Kg,6528.0,UNKNOWN,54.4,False,False,False
MDM006628,2025-11-27,SCH0236,kumar general store,Dal,34.1,Kg,3069.0,UNKNOWN,34.1,False,False,False
MDM009385,2025-05-06,SCH0489,Singh Brothers,Rice,,,1556.0,UNKNOWN,,True,False,False
MDM010032,2025-09-05,SCH0298,Sharma & Sons,Cooking Oil,37.9,Kg,4548.0,PENDING,37.9,False,False,False
MDM010456,2025-05-21,SCH0584,Goyal Rice Mill,Rice,59.4,Kg,2376.0,DUE,59.4,False,False,False
MDM011631,2026-03-03,SCH0129,Singh Brothers,Pulses,0.476,Bags,2142.0,UNKNOWN,23.8,False,False,True
MDM004030,2025-12-14,SCH0342,Sharma & Sons,Rice,36300.0,Grams,1452.0,DUE,36.3,False,False,False
MDM003652,2025-05-05,SCH0237,goyal mill,Rice,12.9,Kg,516.0,PAID,12.9,False,False,False
MDM001161,2025-09-02,SCH0001,Sharma Traders,Wheat,35.4,Kg,1062.0,UNKNOWN,35.4,False,False,False
MDM001480,2026-03-19,SCH0069,Sharma & Sons,Mustard Oil,52300.0,Grams,6276.0,DUE,52.3,False,False,False
MDM009939,2025-11-29,SCH0200,Singh Brothers,Dal,10700.0,Grams,962.0,PAID,10.7,False,False,False
MDM009910,2025-07-13,SCH0505,Kumar Supplies,Lentils,,,1485.0,PAID,,True,False,False
MDM007927,2025-09-23,SCH0188,Singh Brothers,Dal,29.2,Kg,2628.0,DUE,29.2,False,False,False
MDM008197,2026-04-02,SCH0544,Kumar & Co.,Mustard Oil,0.502,Bags,,PENDING,25.1,False,True,False
MDM003326,2025-06-23,SCH0495,Kumar Supplies,Dal,42500.0,Grams,3825.0,UNKNOWN,42.5,False,False,False
MDM002674,2026-07-03,SCH0285,Singh Agro,Cooking Oil,,,,UNKNOWN,,True,True,False
MDM000721,2026-01-25,SCH0339,Sharma & Sons,Atta,0.86,Sacks,,DUE,43.0,False,True,False
MDM000587,2025-07-18,SCH0366,kumar general store,Cooking Oil,25.7,Kg,3084.0,DUE,25.7,False,False,False
MDM001979,2025-06-29,SCH0456,goyal mill,Rice,15.2,Kg,608.0,PENDING,15.2,False,False,False
MDM002390,2025-12-12,SCH0171,Sharma Traders,Wheat,0.7959999999999999,50kg Bags,1194.0,PAID,39.8,False,False,False
MDM005514,2025-12-07,SCH0573,kumar general store,Lentils,24.1,Kg,,UNKNOWN,24.1,False,True,False
MDM009820,2025-10-31,SCH0178,Kumar Supplies,Dal,36.4,Kg,3276.0,PAID,36.4,False,False,False
MDM006886,2025-05-26,SCH0088,Kumar Supplies,Dal,1.196,Bags,5382.0,UNKNOWN,59.8,False,False,False
MDM002216,2025-05-30,SCH0371,S. Agro Works,Lentils,,,3402.0,PAID,,True,False,False
MDM008811,2025-07-20,SCH0003,Goyal Enterprises,Wheat,21.3,Kg,639.0,PAID,21.3,False,False,False
MDM007965,2025-08-09,SCH0167,Sharma Traders,Mustard Oil,,,5904.0,UNKNOWN,,True,False,True
MDM010293,2025-10-13,SCH0008,goyal mill,Pulses,,,2223.0,UNKNOWN,,True,False,True
MDM002895,2025-11-15,SCH0432,kumar general store,Dal,,,4032.0,UNKNOWN,,True,False,False
MDM001148,2026-02-12,SCH0579,kumar general store,Rice,50500.0,Grams,2020.0,PAID,50.5,False,False,False
MDM005392,2025-05-28,SCH0560,kumar general store,Rice,56.4,Kg,2256.0,UNKNOWN,56.4,False,False,False
MDM003044,2025-10-16,SCH0562,kumar general store,Cooking Oil,1.144,Sacks,6864.0,DUE,57.2,False,False,False
MDM010214,2026-03-24,SCH0409,Singh Agro,Mustard Oil,13.7,Kg,1644.0,UNKNOWN,13.7,False,False,True
MDM009934,2026-02-23,SCH0220,S. Agro Works,Lentils,57.6,Kg,5184.0,UNKNOWN,57.6,False,False,False
MDM010574,2025-07-03,SCH0113,Kumar & Co.,Dal,0.7020000000000001,Bags,3159.0,UNKNOWN,35.1,False,False,True
MDM005319,2025-09-09,SCH0205,Goyal Rice Mill,Rice,0.768,Bori,1536.0,PAID,38.4,False,False,False
MDM006385,2025-12-10,SCH0562,Sharma Traders,Atta,0.672,Bori,1008.0,DUE,33.6,False,False,False
MDM004815,2025-09-30,SCH0381,Kumar Supplies,Dal,0.774,Bags,3483.0,PAID,38.7,False,False,False
MDM010295,2025-04-24,SCH0263,Singh Agro,Wheat,16.0,Kg,480.0,UNKNOWN,16.0,False,False,False
MDM009567,2025-08-03,SCH0015,Singh Brothers,Rice,51900.0,Grams,,UNKNOWN,51.9,False,True,False
MDM005829,2025-03-09,SCH0350,S. Agro Works,Lentils,0.344,Bags,1548.0,PAID,17.2,False,False,False
MDM010898,2025-06-18,SCH0547,Singh Agro,Cooking Oil,40.1,Kg,4812.0,PENDING,40.1,False,False,False
MDM005609,2025-06-02,SCH0326,Kumar & Co.,Wheat,17.5,Kg,525.0,UNKNOWN,17.5,False,False,False
MDM005655,2026-02-15,SCH0314,Kumar Supplies,Mustard Oil,,,2496.0,PENDING,,True,False,False
MDM003095,2025-11-21,SCH0453,Sharma Traders,Lentils,38100.0,Grams,3429.0,DUE,38.1,False,False,False
MDM008212,2026-03-06,SCH0163,S. Agro Works,Dal,31200.0,Grams,2808.0,UNKNOWN,31.2,False,False,False
MDM011983,2025-07-29,SCH0353,Singh Agro,Wheat,24700.0,Grams,741.0,UNKNOWN,24.7,False,False,True
MDM007016,2026-02-09,SCH0501,Singh Brothers,Rice,0.984,Bori,1968.0,PENDING,49.2,False,False,False
MDM001502,2025-12-07,SCH0049,Sharma Traders,Wheat,0.484,Bags,726.0,PENDING,24.2,False,False,False
MDM010483,2026-03-22,SCH0576,Goyal Enterprises,Dal,28.4,Kg,,DUE,28.4,False,True,False
MDM006175,2025-04-16,SCH0331,Kumar & Co.,Dal,51.0,Kg,4590.0,DUE,51.0,False,False,False
MDM007646,2025-07-26,SCH0187,Goyal Enterprises,Wheat,1.136,Bags,1704.0,UNKNOWN,56.8,False,False,False
MDM010879,2025-05-28,SCH0222,Singh Agro,Dal,15000.0,Grams,1350.0,DUE,15.0,False,False,False
MDM008300,2026-02-28,SCH0006,Singh Brothers,Wheat,13600.0,Grams,408.0,UNKNOWN,13.6,False,False,False
MDM011771,2026-01-01,SCH0008,Goyal Enterprises,Atta,,,867.0,UNKNOWN,,True,False,False
MDM000104,2025-09-09,SCH0168,kumar general store,Wheat,50.6,Kg,1518.0,DUE,50.6,False,False,False
MDM009583,2025-04-21,SCH0321,Singh Brothers,Mustard Oil,29.9,Kg,3588.0,PENDING,29.9,False,False,False
MDM010961,2025-09-28,SCH0392,Kumar Supplies,Pulses,0.8640000000000001,Bori,,PAID,43.2,False,True,False
MDM001627,2025-11-29,SCH0185,Sharma Traders,Lentils,0.444,Sacks,1998.0,PAID,22.2,False,False,False
MDM003533,2026-06-01,SCH0240,Goyal Rice Mill,Rice,31.4,Kg,1256.0,UNKNOWN,31.4,False,False,False
MDM000485,2025-05-15,SCH0452,kumar general store,Mustard Oil,54.5,Kg,6540.0,DUE,54.5,False,False,False
MDM004861,2025-08-05,SCH0422,Kumar Supplies,Rice,54.7,Kg,2188.0,UNKNOWN,54.7,False,False,False
MDM005554,2025-07-17,SCH0071,Sharma Traders,Dal,20.0,Kg,,UNKNOWN,20.0,False,True,False
MDM008035,2026-02-23,SCH0142,Singh Brothers,Lentils,54.5,Kg,4905.0,UNKNOWN,54.5,False,False,False
MDM000084,2025-01-05,SCH0391,Goyal Enterprises,Pulses,44.0,Kg,3960.0,UNKNOWN,44.0,False,False,False
MDM008766,2026-03-19,SCH0250,Sharma Traders,Dal,10.4,Kg,936.0,UNKNOWN,10.4,False,False,True
MDM006747,2025-09-18,SCH0351,Sharma & Sons,Wheat,,,672.0,PAID,,True,False,False
MDM010215,2025-04-29,SCH0269,Goyal Rice Mill,Mustard Oil,0.986,Bags,5916.0,PAID,49.3,False,False,False
MDM011183,2025-10-25,SCH0112,Sharma Traders,Mustard Oil,29.4,Kg,3528.0,DUE,29.4,False,False,False
MDM005492,2025-11-13,SCH0295,S. Agro Works,Dal,22.8,Kg,2052.0,UNKNOWN,22.8,False,False,False
MDM003353,2025-11-21,SCH0424,S. Agro Works,Dal,0.304,Bori,1368.0,UNKNOWN,15.2,False,False,True
MDM003615,2025-11-11,SCH0025,Singh Brothers,Atta,14.2,Kg,426.0,PENDING,14.2,False,False,False
MDM010825,2025-11-30,SCH0393,Goyal Rice Mill,Rice,,,1104.0,DUE,,True,False,False
MDM010266,2025-02-09,SCH0152,Sharma & Sons,Rice,0.428,Bags,856.0,PAID,21.4,False,False,False
MDM000292,2025-12-13,SCH0533,Kumar & Co.,Atta,0.324,Sacks,,UNKNOWN,16.2,False,True,False
MDM005439,2025-05-16,SCH0173,Kumar Supplies,Wheat,27900.0,Grams,837.0,PAID,27.9,False,False,False
MDM006931,2026-01-13,SCH0594,Goyal Rice Mill,Dal,15800.0,Grams,,PAID,15.8,False,True,False
MDM009786,2025-11-14,SCH0033,Goyal Enterprises,Wheat,50.6,Kg,,UNKNOWN,50.6,False,True,False
MDM005538,2025-10-17,SCH0072,Goyal Enterprises,Wheat,15.7,Kg,471.0,UNKNOWN,15.7,False,False,True
MDM003379,2025-06-04,SCH0069,Goyal Enterprises,Lentils,,,1503.0,DUE,,True,False,False
MDM009944,2025-07-18,SCH0219,Sharma Traders,Wheat,,,900.0,DUE,,True,False,False
MDM009844,2025-11-10,SCH0444,Singh Agro,Wheat,0.878,Sacks,1317.0,UNKNOWN,43.9,False,False,False
MDM001473,2026-01-18,SCH0260,Sharma Traders,Rice,58.6,Kg,2344.0,PENDING,58.6,False,False,False
MDM007198,2025-12-06,SCH0273,Sharma Traders,Wheat,40.1,Kg,1203.0,UNKNOWN,40.1,False,False,False
MDM004005,2026-03-20,SCH0487,S. Agro Works,Rice,,,432.0,UNKNOWN,,True,False,True
MDM004615,2025-06-03,SCH0298,Kumar & Co.,Dal,23900.0,Grams,2151.0,DUE,23.9,False,False,False
MDM010834,2025-05-17,SCH0595,Singh Agro,Rice,1.086,Bags,2172.0,UNKNOWN,54.3,False,False,False
MDM008305,2026-03-26,SCH0437,Goyal Rice Mill,Cooking Oil,44.4,Kg,5328.0,UNKNOWN,44.4,False,False,False
MDM010547,2025-05-12,SCH0346,kumar general store,Atta,37.7,Kg,1131.0,PAID,37.7,False,False,False
MDM002814,2026-03-03,SCH0243,Sharma & Sons,Mustard Oil,,,6528.0,UNKNOWN,,True,False,False
MDM006019,2025-07-26,SCH0443,goyal mill,Wheat,33300.0,Grams,999.0,UNKNOWN,33.3,False,False,True
MDM007251,2026-07-02,SCH0421,Goyal Rice Mill,Cooking Oil,57.7,Kg,6924.0,PAID,57.7,False,False,False
MDM010974,2025-10-25,SCH0186,Sharma Traders,Mustard Oil,44.0,Kg,5280.0,UNKNOWN,44.0,False,False,False
MDM010145,2025-01-09,SCH0054,Singh Agro,Wheat,58.1,Kg,1743.0,PAID,58.1,False,False,False
MDM001256,2025-08-25,SCH0334,Kumar & Co.,Lentils,0.97,Bori,4365.0,UNKNOWN,48.5,False,False,True
MDM007442,2026-01-15,SCH0357,Singh Agro,Rice,13.8,Kg,552.0,PAID,13.8,False,False,False
MDM006760,2026-01-17,SCH0161,Kumar Supplies,Rice,,,1712.0,PENDING,,True,False,False
MDM005405,2025-11-24,SCH0191,Sharma Traders,Wheat,13.6,Kg,408.0,PENDING,13.6,False,False,False
MDM000579,2025-05-16,SCH0208,goyal mill,Wheat,,,546.0,PAID,,True,False,False
MDM009083,2025-09-29,SCH0104,kumar general store,Atta,26.4,Kg,792.0,UNKNOWN,26.4,False,False,False
MDM001512,2025-01-12,SCH0338,Goyal Rice Mill,Wheat,1.158,Bags,1737.0,PENDING,57.9,False,False,False
MDM005077,2025-09-24,SCH0343,S. Agro Works,Dal,30.6,Kg,2754.0,DUE,30.6,False,False,False
MDM005690,2025-11-16,SCH0310,goyal mill,Dal,27.0,Kg,2430.0,PENDING,27.0,False,False,False
MDM005938,2026-09-02,SCH0397,Sharma & Sons,Mustard Oil,20.5,Kg,2460.0,PAID,20.5,False,False,False
MDM002496,2025-12-14,SCH0114,Goyal Rice Mill,Rice,25.9,Kg,1036.0,DUE,25.9,False,False,False
MDM002612,2025-09-29,SCH0122,Goyal Rice Mill,Dal,1.106,50kg Bags,4977.0,PAID,55.3,False,False,False
MDM009810,2025-08-06,SCH0464,Singh Agro,Rice,0.61,Bags,1220.0,UNKNOWN,30.5,False,False,False
MDM000415,2025-12-13,SCH0475,Kumar & Co.,Mustard Oil,24.4,Kg,2928.0,DUE,24.4,False,False,False
MDM011204,2025-12-28,SCH0465,Goyal Enterprises,Dal,0.428,Bori,1926.0,UNKNOWN,21.4,False,False,False
MDM005569,2025-11-20,SCH0175,Singh Brothers,Wheat,,,,PAID,,True,True,False
MDM006331,2025-06-19,SCH0574,Sharma Traders,Cooking Oil,33900.0,Grams,4068.0,PAID,33.9,False,False,False
MDM006106,2025-05-20,SCH0411,kumar general store,Pulses,31.1,Kg,2799.0,DUE,31.1,False,False,False
MDM006233,2025-04-04,SCH0571,Sharma & Sons,Rice,47.0,Kg,1880.0,PAID,47.0,False,False,False
MDM000427,2025-07-08,SCH0215,Sharma Traders,Wheat,1.016,Sacks,1524.0,PAID,50.8,False,False,False
MDM003527,2025-12-04,SCH0285,kumar general store,Dal,0.912,Bags,4104.0,PAID,45.6,False,False,False
MDM000622,2026-03-15,SCH0339,Kumar Supplies,Atta,0.446,Bori,669.0,PENDING,22.3,False,False,False
MDM003609,2025-08-18,SCH0596,Singh Brothers,Atta,25.6,Kg,768.0,UNKNOWN,25.6,False,False,False
MDM009499,2025-06-19,SCH0448,Singh Brothers,Lentils,49.3,Kg,4437.0,PAID,49.3,False,False,False
MDM004206,2026-03-31,SCH0139,S. Agro Works,Dal,14.0,Kg,1260.0,PENDING,14.0,False,False,False
MDM010154,2025-04-12,SCH0532,S. Agro Works,Lentils,,,2088.0,UNKNOWN,,True,False,False
MDM011228,2025-12-05,SCH0537,Goyal Rice Mill,Rice,42300.0,Grams,1692.0,PAID,42.3,False,False,False
MDM002681,2025-08-25,SCH0093,Goyal Rice Mill,Cooking Oil,28.4,Kg,3408.0,UNKNOWN,28.4,False,False,False
MDM003509,2026-09-02,SCH0302,Singh Agro,Pulses,45.0,Kg,4050.0,PAID,45.0,False,False,False
MDM008609,2025-10-25,SCH0385,Goyal Enterprises,Dal,22.4,Kg,2016.0,PENDING,22.4,False,False,False
MDM000266,2025-07-26,SCH0089,Kumar & Co.,Rice,34500.0,Grams,1380.0,UNKNOWN,34.5,False,False,False
MDM000834,2025-06-05,SCH0429,Kumar Supplies,Cooking Oil,56.5,Kg,6780.0,PAID,56.5,False,False,False
MDM007475,2025-08-27,SCH0047,Kumar & Co.,Atta,28.3,Kg,849.0,PENDING,28.3,False,False,False
MDM005837,2025-10-03,SCH0331,Goyal Enterprises,Rice,,,2056.0,UNKNOWN,,True,False,False
MDM001286,2025-06-17,SCH0494,Goyal Rice Mill,Mustard Oil,0.584,Bags,3504.0,PAID,29.2,False,False,False
MDM001609,2025-11-25,SCH0599,Singh Agro,Pulses,,,1161.0,PENDING,,True,False,False
MDM004455,2025-11-11,SCH0558,Sharma Traders,Mustard Oil,,,3936.0,PAID,,True,False,False
MDM011636,2026-03-09,SCH0066,Kumar Supplies,Cooking Oil,58.2,Kg,6984.0,DUE,58.2,False,False,False
MDM000069,2025-09-22,SCH0150,Singh Brothers,Rice,,,,UNKNOWN,,True,True,False
MDM003956,2025-10-03,SCH0461,Sharma Traders,Wheat,24.4,Kg,,UNKNOWN,24.4,False,True,True
MDM006728,2025-12-02,SCH0354,S. Agro Works,Rice,27.1,Kg,1084.0,UNKNOWN,27.1,False,False,True
MDM010496,2025-07-19,SCH0489,Sharma & Sons,Rice,0.564,Bags,1128.0,PAID,28.2,False,False,False
MDM006023,2025-11-24,SCH0520,kumar general store,Dal,23.7,Kg,2133.0,UNKNOWN,23.7,False,False,False
MDM004516,2025-11-25,SCH0393,Singh Brothers,Cooking Oil,0.882,Bags,,UNKNOWN,44.1,False,True,False
MDM007913,2025-07-10,SCH0120,Sharma Traders,Cooking Oil,20.8,Kg,2496.0,PAID,20.8,False,False,False
MDM009726,2025-04-21,SCH0556,Goyal Rice Mill,Dal,15.7,Kg,1413.0,UNKNOWN,15.7,False,False,False
MDM010367,2025-11-17,SCH0153,Goyal Enterprises,Mustard Oil,42.1,Kg,5052.0,PENDING,42.1,False,False,False
MDM011915,2026-01-28,SCH0243,goyal mill,Cooking Oil,0.812,50kg Bags,4872.0,UNKNOWN,40.6,False,False,False
MDM011181,2025-06-27,SCH0140,kumar general store,Dal,18.2,Kg,1638.0,UNKNOWN,18.2,False,False,False
MDM001397,2025-06-05,SCH0387,Kumar & Co.,Mustard Oil,52.3,Kg,6276.0,DUE,52.3,False,False,False
MDM000260,2026-03-18,SCH0158,goyal mill,Rice,50.0,Kg,2000.0,PAID,50.0,False,False,False
MDM011353,2025-03-09,SCH0398,goyal mill,Lentils,33.7,Kg,3033.0,UNKNOWN,33.7,False,False,False
MDM010417,2026-01-06,SCH0223,Kumar & Co.,Rice,39.6,Kg,1584.0,DUE,39.6,False,False,False
MDM005702,2025-08-05,SCH0406,kumar general store,Rice,0.43,Bags,860.0,UNKNOWN,21.5,False,False,True
MDM001083,2025-10-29,SCH0583,Goyal Rice Mill,Rice,12.4,Kg,496.0,PAID,12.4,False,False,False
MDM001672,2025-11-12,SCH0417,Sharma Traders,Cooking Oil,23.1,Kg,2772.0,UNKNOWN,23.1,False,False,False
MDM004166,2025-09-14,SCH0056,Sharma & Sons,Lentils,1.194,Sacks,5373.0,UNKNOWN,59.7,False,False,True
MDM007394,2025-12-07,SCH0485,Goyal Enterprises,Wheat,30.9,Kg,927.0,PAID,30.9,False,False,False
MDM011408,2025-07-16,SCH0592,Sharma & Sons,Mustard Oil,50000.0,Grams,6000.0,PAID,50.0,False,False,False
MDM009657,2025-05-01,SCH0079,Singh Brothers,Rice,0.5479999999999999,Bags,1096.0,UNKNOWN,27.399999999999995,False,False,False
MDM000757,2025-04-08,SCH0008,Singh Brothers,Wheat,42.1,Kg,1263.0,DUE,42.1,False,False,False
MDM001202,2026-07-03,SCH0141,goyal mill,Wheat,1.082,Sacks,1623.0,DUE,54.1,False,False,False
MDM002443,2025-05-04,SCH0251,S. Agro Works,Wheat,52.7,Kg,1581.0,UNKNOWN,52.7,False,False,False
MDM003669,2025-05-21,SCH0076,Goyal Rice Mill,Lentils,32.2,Kg,2898.0,UNKNOWN,32.2,False,False,False
MDM009745,2025-04-04,SCH0511,Goyal Enterprises,Mustard Oil,27.7,Kg,3324.0,PAID,27.7,False,False,False
MDM003121,2026-02-23,SCH0447,Kumar Supplies,Wheat,0.292,50kg Bags,438.0,DUE,14.6,False,False,False
MDM002819,2025-12-28,SCH0381,kumar general store,Pulses,40.0,Kg,3600.0,UNKNOWN,40.0,False,False,True
MDM007536,2025-12-02,SCH0177,Goyal Enterprises,Wheat,38700.0,Grams,1161.0,PAID,38.7,False,False,False
MDM006021,2025-11-17,SCH0191,Goyal Enterprises,Wheat,46500.0,Grams,1395.0,PAID,46.5,False,False,False
MDM004526,2025-09-03,SCH0224,Kumar & Co.,Mustard Oil,14700.0,Grams,1764.0,DUE,14.7,False,False,False
MDM001745,2025-08-30,SCH0251,Kumar & Co.,Mustard Oil,54.5,Kg,6540.0,PAID,54.5,False,False,False
MDM002857,2025-07-22,SCH0170,Kumar Supplies,Cooking Oil,49.6,Kg,5952.0,PENDING,49.6,False,False,False
MDM009881,2025-09-22,SCH0188,Singh Brothers,Cooking Oil,45.3,Kg,5436.0,UNKNOWN,45.3,False,False,False
MDM006045,2025-04-15,SCH0016,Kumar Supplies,Lentils,59.5,Kg,5355.0,PAID,59.5,False,False,False
MDM008508,2025-09-20,SCH0411,goyal mill,Cooking Oil,45.3,Kg,5436.0,UNKNOWN,45.3,False,False,False
MDM003706,2025-08-26,SCH0056,Goyal Rice Mill,Rice,36.5,Kg,1460.0,PENDING,36.5,False,False,False
